topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59
1.785816e-14,1.7834761e-06,2.6424279e-14,5.32099e-13,6.0454094e-13,0.99712104,2.6433706e-14,5.4540666e-13,5.4370847e-13,5.5078854e-05,2.6433808e-14,5.4202893e-13,5.456012e-13,0.00014950469,2.6433808e-14,5.4277074e-13,5.448514e-13,0.0005778066,2.6433808e-14,5.429167e-13,5.448441e-13,0.0013229544,2.6433808e-14,5.4292085e-13,5.448493e-13,7.7903234e-05,2.6433808e-14,5.429074e-13,5.4484623e-13,8.756449e-05,2.6433808e-14,5.429074e-13,5.448483e-13,8.639516e-05,2.6433808e-14,5.429074e-13,5.448483e-13,8.728752e-05,2.6433808e-14,5.4291565e-13,5.448483e-13,8.6477834e-05,2.6433808e-14,5.429064e-13,5.448483e-13,8.671784e-05,2.6433808e-14,5.429074e-13,5.448483e-13,8.612837e-05,2.6433808e-14,5.429074e-13,5.448483e-13,8.6699474e-05,2.6433808e-14,5.429064e-13,5.448483e-13,8.6699554e-05,2.6433808e-14,5.429074e-13
1.2685465e-13,1.7918757e-11,1.9984729e-13,1.7715168e-11,1.7117939e-11,0.00011930119,1.9981641e-13,2.7388014e-11,1.8384006e-11,0.0027363035,1.9981717e-13,1.7757793e-11,1.9144838e-11,0.0072845994,1.9981681e-13,1.8119782e-11,1.889788e-11,0.008065124,1.9981681e-13,1.8248944e-11,1.8896619e-11,0.014515977,1.9981681e-13,1.8252077e-11,1.889615e-11,0.05488533,1.9981681e-13,1.8252146e-11,1.8896077e-11,0.1210165,1.9981681e-13,1.8251936e-11,1.8896223e-11,0.059916887,1.9981681e-13,1.8251936e-11,1.8896223e-11,0.13598001,1.9981681e-13,1.8251936e-11,1.8896223e-11,0.10685527,1.9981681e-13,1.8251936e-11,1.8896223e-11,0.12590376,1.9981681e-13,1.8251936e-11,1.8896223e-11,0.10230887,1.9981681e-13,1.8251936e-11,1.8896223e-11,0.12753946,1.9981681e-13,1.8251936e-11,1.8896223e-11,0.13287261,1.9981681e-13,1.8251936e-11
5.6307088e-14,5.713819e-14,5.712228e-14,2.4671782e-09,8.0759793e-10,5.7144725e-14,5.7118244e-14,1.3774961e-09,2.2127875e-09,5.7142e-14,5.711465e-14,0.0001360522,1.5540225e-08,5.714124e-14,5.711509e-14,1.4662483e-08,1.9985468e-08,5.714135e-14,5.7114436e-14,6.226313e-06,2.0422645e-08,5.714168e-14,5.7114436e-14,4.076833e-06,2.0316152e-08,5.714168e-14,5.7114544e-14,4.891729e-06,2.0311465e-08,5.714168e-14,5.7114876e-14,0.00030037074,2.0324563e-08,5.714168e-14,5.7114876e-14,0.000621048,2.032561e-08,5.714168e-14,5.7114876e-14,0.014870495,2.0301743e-08,5.714168e-14,5.7114876e-14,0.0038677116,2.0300853e-08,5.714168e-14,5.7114876e-14,0.0004143201,2.0287846e-08,5.714168e-14,5.7114876e-14,0.00053989724,2.0297907e-08,5.714168e-14,5.7114876e-14,0.97332144,2.0299225e-08,5.714168e-14,5.7114876e-14,0.0059132124
4.0508954e-13,2.3938657e-07,8.0726076e-10,3.9784511e-13,3.9781552e-13,2.0697355e-05,5.548026e-10,3.9784284e-13,3.9784888e-13,0.00032834752,5.345956e-10,3.9785495e-13,3.9784284e-13,0.33868402,5.3579097e-10,3.9785116e-13,3.9784284e-13,0.0026908955,5.3495874e-10,3.9784888e-13,3.9784284e-13,0.009317884,5.3499954e-10,3.9784888e-13,3.9784284e-13,0.00950567,5.352506e-10,3.9784888e-13,3.9784284e-13,0.16821699,5.355774e-10,3.9784888e-13,3.9784284e-13,0.03214408,5.3529864e-10,3.9784888e-13,3.9784284e-13,0.11508482,5.353017e-10,3.9784888e-13,3.9784284e-13,0.053506352,5.3530275e-10,3.9784888e-13,3.9784284e-13,0.073389105,5.3530375e-10,3.9784888e-13,3.9784284e-13,0.049838215,5.3530375e-10,3.9784888e-13,3.9784284e-13,0.07331671,5.3530375e-10,3.9784888e-13,3.9784284e-13,0.07395597,5.3530375e-10,3.9784888e-13
1.3183656e-13,4.0024082e-07,2.0083936e-13,6.5669965e-12,7.903276e-12,8.144075e-06,1.9857561e-13,6.3026273e-12,6.171065e-12,0.00020186136,1.9856917e-13,6.0379275e-12,6.304167e-12,0.0006560711,1.9856917e-13,6.070005e-12,6.261553e-12,0.00046971804,1.9856917e-13,6.0866186e-12,6.261338e-12,0.0007387856,1.9856917e-13,6.086967e-12,6.261374e-12,0.11320676,1.9856917e-13,6.086967e-12,6.261362e-12,0.095231235,1.9856917e-13,6.0869556e-12,6.261422e-12,0.033752732,1.9856917e-13,6.0869556e-12,6.2613855e-12,0.10862554,1.9856917e-13,6.0869556e-12,6.261422e-12,0.15519875,1.9856917e-13,6.086944e-12,6.261422e-12,0.14562133,1.9856917e-13,6.0869556e-12,6.261422e-12,0.09110144,1.9856917e-13,6.0869556e-12,6.261422e-12,0.13576289,1.9856917e-13,6.0869556e-12,6.261422e-12,0.1194243,1.9856917e-13,6.0869556e-12
1.0,5.249967e-12,5.3389316e-12,5.2881367e-12,5.2866643e-12,5.2540945e-12,5.3428746e-12,5.290033e-12,5.290023e-12,5.2506484e-12,5.3431495e-12,5.2904872e-12,5.2897005e-12,5.2505283e-12,5.343139e-12,5.290316e-12,5.2897808e-12,5.2505283e-12,5.3431495e-12,5.290255e-12,5.2897808e-12,5.2505383e-12,5.343139e-12,5.290255e-12,5.2897808e-12,5.2505383e-12,5.343139e-12,5.290255e-12,5.2897808e-12,5.2505383e-12,5.343139e-12,5.290255e-12,5.2897808e-12,5.2505383e-12,5.343139e-12,5.290255e-12,5.2897808e-12,5.2505383e-12,5.343139e-12,5.290255e-12,5.2897808e-12,5.2505383e-12,5.343139e-12,5.290255e-12,5.2897808e-12,5.2505383e-12,5.343139e-12,5.290255e-12,5.2897808e-12,5.2505383e-12,5.343139e-12,5.290255e-12,5.2897808e-12,5.2505383e-12,5.343139e-12,5.290255e-12,5.2897808e-12,5.2505383e-12,5.343139e-12,5.290255e-12
8.63068e-14,0.99999976,1.2475489e-13,3.4267233e-09,1.1234979e-08,1.2820246e-13,1.2608157e-13,9.626408e-09,7.562327e-09,1.2820393e-13,1.2608133e-13,4.1446437e-09,1.382986e-08,1.282054e-13,1.2608133e-13,6.4618537e-09,1.2797119e-08,1.2820589e-13,1.260811e-13,9.1794705e-09,1.28356445e-08,1.2820491e-13,1.260811e-13,9.163726e-09,1.283371e-08,1.282054e-13,1.2608133e-13,9.163848e-09,1.2833025e-08,1.282054e-13,1.2608133e-13,9.195855e-09,1.2835399e-08,1.282054e-13,1.2608133e-13,9.196907e-09,1.2835547e-08,1.282054e-13,1.2608133e-13,9.197364e-09,1.2832805e-08,1.282054e-13,1.2608133e-13,9.196837e-09,1.2832756e-08,1.282054e-13,1.2608133e-13,9.196416e-09,1.2832511e-08,1.282054e-13,1.2608133e-13,9.196522e-09,1.28326825e-08,1.282054e-13,1.2608133e-13,9.1969605e-09,1.2832707e-08,1.282054e-13,1.2608133e-13,9.196768e-09
4.395109e-14,5.353887e-14,5.3299735e-14,2.093386e-08,7.662558e-09,5.3090724e-14,5.3258677e-14,1.1498035e-08,1.912455e-08,5.308991e-14,5.3246287e-14,4.11145e-09,0.99754083,5.308971e-14,5.3263454e-14,3.09615e-08,0.00041136806,5.308991e-14,5.3263556e-14,2.5225074e-07,0.00015696452,5.3090724e-14,5.3263556e-14,2.1495126e-07,0.00020099056,5.3090724e-14,5.3263556e-14,2.2740845e-07,0.00021694801,5.3090724e-14,5.3263556e-14,3.7367056e-07,0.00016359502,5.3090724e-14,5.3263556e-14,4.6894806e-07,0.00020887714,5.3090724e-14,5.3263556e-14,4.3400897e-07,0.00022844301,5.3090724e-14,5.3263556e-14,1.3897746e-06,0.0002292549,5.3090724e-14,5.3263556e-14,4.3871597e-07,0.00018279118,5.3090724e-14,5.3263556e-14,4.2263994e-07,0.00022666978,5.3090724e-14,5.3263556e-14,4.487696e-07,0.00022807164,5.3090724e-14,5.3263556e-14,4.6891765e-07
2.6365346e-14,2.2767976e-09,8.711916e-11,3.649145e-14,3.649131e-14,0.99700767,8.5131395e-11,3.6493954e-14,3.6495065e-14,2.3499295e-05,8.1579514e-11,3.649674e-14,3.6494093e-14,0.0014802627,8.187319e-11,3.649646e-14,3.649437e-14,0.0006031551,8.166887e-11,3.6496183e-14,3.649437e-14,9.2594804e-05,8.169863e-11,3.6496183e-14,3.649437e-14,7.9779464e-05,8.175381e-11,3.6496183e-14,3.649437e-14,8.976317e-05,8.1812626e-11,3.6496183e-14,3.649437e-14,8.7717504e-05,8.176707e-11,3.6496183e-14,3.649437e-14,8.9633395e-05,8.176707e-11,3.6496183e-14,3.649437e-14,8.913294e-05,8.176692e-11,3.6496183e-14,3.649437e-14,8.933982e-05,8.176692e-11,3.6496183e-14,3.649437e-14,8.892839e-05,8.176692e-11,3.6496183e-14,3.649437e-14,8.928701e-05,8.176692e-11,3.6496183e-14,3.649437e-14,8.929501e-05,8.176692e-11,3.6496183e-14
9.291432e-14,5.7490357e-10,4.466932e-09,1.087012e-13,1.08590146e-13,1.5646886e-09,0.99999666,1.0863488e-13,1.0863281e-13,4.9762425e-09,3.8411656e-08,1.0862742e-13,1.08630945e-13,5.581935e-09,1.9781727e-07,1.0862659e-13,1.0862949e-13,5.6878617e-09,9.186996e-08,1.0862659e-13,1.0862949e-13,5.989913e-09,1.821497e-07,1.08626385e-13,1.0862949e-13,5.9127485e-09,2.6011915e-07,1.0862659e-13,1.0862949e-13,5.9044427e-09,3.0382716e-07,1.0862659e-13,1.0862949e-13,5.907496e-09,3.1111824e-07,1.0862659e-13,1.0862949e-13,5.905738e-09,3.1601192e-07,1.0862659e-13,1.0862949e-13,5.9059184e-09,3.159215e-07,1.0862659e-13,1.0862949e-13,5.9057834e-09,3.1651288e-07,1.0862659e-13,1.0862949e-13,5.905502e-09,3.1642176e-07,1.0862659e-13,1.0862949e-13,5.9056258e-09,3.1642236e-07,1.0862659e-13,1.0862949e-13,5.905603e-09,3.1642205e-07,1.0862659e-13
5.8620724e-14,0.9999918,1.1179413e-09,7.761793e-14,7.7604013e-14,4.126059e-09,5.0789937e-09,7.759987e-14,7.7610824e-14,4.144314e-07,3.0665133e-09,7.76046e-14,7.760845e-14,7.2011926e-07,5.102666e-09,7.760372e-14,7.760905e-14,8.2433604e-07,3.8080117e-09,7.760372e-14,7.760905e-14,6.4065654e-07,4.3779735e-09,7.760372e-14,7.760905e-14,6.2713195e-07,4.77222e-09,7.760372e-14,7.760905e-14,6.3451046e-07,4.8420667e-09,7.760372e-14,7.760905e-14,6.351667e-07,4.8683484e-09,7.760372e-14,7.760905e-14,6.348464e-07,4.8775775e-09,7.760372e-14,7.760905e-14,6.350353e-07,4.885091e-09,7.760372e-14,7.760905e-14,6.350087e-07,4.8857154e-09,7.760372e-14,7.760905e-14,6.349875e-07,4.877717e-09,7.760372e-14,7.760905e-14,6.350087e-07,4.877717e-09,7.760372e-14,7.760905e-14,6.3505775e-07,4.877717e-09,7.760372e-14
1.3444613e-14,3.090481e-09,1.9426972e-14,9.42443e-13,3.5533933e-12,0.99980074,1.9447438e-14,9.247929e-13,9.7947e-13,4.829925e-06,1.944803e-14,8.430073e-13,1.0524746e-12,9.745008e-06,1.944803e-14,8.5833e-13,1.0290475e-12,8.410302e-06,1.944803e-14,8.708247e-13,1.0287414e-12,1.1373451e-05,1.944803e-14,8.709194e-13,1.0289533e-12,2.160759e-05,1.944803e-14,8.7091776e-13,1.0288749e-12,1.881582e-05,1.944803e-14,8.7091445e-13,1.0289278e-12,1.7303124e-05,1.944803e-14,8.709127e-13,1.0289259e-12,1.7918088e-05,1.944803e-14,8.7091445e-13,1.0289593e-12,1.7881897e-05,1.944803e-14,8.709127e-13,1.0289593e-12,1.7897013e-05,1.944803e-14,8.709127e-13,1.0289593e-12,1.7850427e-05,1.944803e-14,8.709127e-13,1.0289593e-12,1.7889437e-05,1.944803e-14,8.709127e-13,1.0289593e-12,1.7887969e-05,1.944803e-14,8.709127e-13
7.8425845e-14,2.4798643e-09,8.893986e-10,1.1690812e-13,0.9999995,2.1583737e-08,1.1552496e-09,1.1852898e-13,1.2098945e-13,3.6949114e-08,1.0795749e-09,1.2099039e-13,1.2098669e-13,3.89438e-08,1.0884821e-09,1.2098945e-13,1.2098786e-13,3.9271782e-08,1.0835212e-09,1.2098924e-13,1.2098786e-13,3.944316e-08,1.0848157e-09,1.2098924e-13,1.2098786e-13,3.920061e-08,1.0864722e-09,1.2098924e-13,1.209874e-13,3.921759e-08,1.087818e-09,1.2098924e-13,1.2098786e-13,3.92223e-08,1.0868204e-09,1.2098924e-13,1.2098786e-13,3.922215e-08,1.0868308e-09,1.2098924e-13,1.2098786e-13,3.9221774e-08,1.0868308e-09,1.2098924e-13,1.2098786e-13,3.9219756e-08,1.086835e-09,1.2098924e-13,1.2098786e-13,3.9215568e-08,1.086835e-09,1.2098924e-13,1.2098786e-13,3.922043e-08,1.086835e-09,1.2098924e-13,1.2098786e-13,3.9220204e-08,1.086835e-09,1.2098924e-13
7.251027e-14,1.0593999e-13,3.126235e-09,1.05271254e-13,1.0526945e-13,5.623565e-07,3.3954188e-09,1.053062e-13,1.05268245e-13,8.509732e-05,3.2848446e-09,1.0526885e-13,1.0526725e-13,0.8577179,3.3380123e-09,1.0526805e-13,1.0526764e-13,4.645788e-05,3.3195553e-09,1.0526764e-13,1.0526764e-13,6.047393e-05,3.3330052e-09,1.0526764e-13,1.0526764e-13,0.0032723385,3.341643e-09,1.0526764e-13,1.0526764e-13,0.024940846,3.3441936e-09,1.0526764e-13,1.0526764e-13,0.01363533,3.3427712e-09,1.0526764e-13,1.0526764e-13,0.00893618,3.3428924e-09,1.0526764e-13,1.0526764e-13,0.011735885,3.3428798e-09,1.0526764e-13,1.0526764e-13,0.037975308,3.3428924e-09,1.0526764e-13,1.0526764e-13,0.013497104,3.3429308e-09,1.0526764e-13,1.0526764e-13,0.013835203,3.3429308e-09,1.0526764e-13,1.0526764e-13,0.0142613035,3.3429308e-09,1.0526764e-13
4.9414896e-14,2.167249e-12,7.8612084e-14,6.3795536e-12,8.399139e-14,0.00021342754,8.059705e-14,7.8805157e-10,1.8505638e-06,1.7448158e-11,8.059659e-14,1.6785916e-10,0.0013237314,1.7938918e-11,8.059644e-14,3.023716e-10,0.008831388,1.7238534e-11,8.059613e-14,4.5495363e-10,0.01990522,1.7592518e-11,8.059613e-14,4.552714e-10,0.04869648,1.8288199e-11,8.059613e-14,4.5543638e-10,0.048317015,1.8290919e-11,8.059613e-14,4.5563187e-10,0.02342797,1.8291407e-11,8.059613e-14,4.5564577e-10,0.06651331,1.8291129e-11,8.059613e-14,4.5563628e-10,0.14528078,1.8291129e-11,8.059613e-14,4.5563628e-10,0.17187224,1.8291162e-11,8.059613e-14,4.5563628e-10,0.042738017,1.8291197e-11,8.059613e-14,4.556414e-10,0.21718627,1.8291162e-11,8.059613e-14,4.5563794e-10,0.20569237,1.8291162e-11,8.059613e-14,4.5563628e-10
2.9410128e-13,2.9182594e-13,2.9230112e-13,3.351986e-08,3.2419032e-07,2.9183928e-13,2.9230443e-13,1.8645105e-06,1.3329078e-07,2.9181925e-13,2.9230554e-13,1.9363394e-08,0.00038175544,2.9181982e-13,2.9230554e-13,5.4180276e-08,0.0012674296,2.9181982e-13,2.9230554e-13,2.2966012e-07,0.028628793,2.9181982e-13,2.9230554e-13,2.2487963e-07,0.04509279,2.9181982e-13,2.9230554e-13,2.2545682e-07,0.032489,2.9181982e-13,2.9230554e-13,2.3676373e-07,0.04841101,2.9181982e-13,2.9230554e-13,2.3717459e-07,0.09124279,2.9181982e-13,2.9230554e-13,2.3672466e-07,0.13029033,2.9181982e-13,2.9230554e-13,2.3707327e-07,0.1509736,2.9181982e-13,2.9230554e-13,2.3706467e-07,0.035663985,2.9181982e-13,2.9230554e-13,2.3703936e-07,0.2568591,2.9181982e-13,2.9230554e-13,2.3698738e-07,0.17869446,2.9181982e-13,2.9230554e-13,2.3718319e-07
5.0765263e-14,7.1210445e-07,0.99999285,7.165332e-14,7.313754e-14,1.5794306e-07,2.5969946e-09,7.321388e-14,7.314814e-14,4.5317842e-07,2.3759563e-09,7.321696e-14,7.314661e-14,4.6534365e-07,2.513764e-09,7.321779e-14,7.314674e-14,4.9040665e-07,2.4448727e-09,7.321779e-14,7.314674e-14,5.018171e-07,2.4639213e-09,7.321779e-14,7.314674e-14,4.8583496e-07,2.475972e-09,7.321779e-14,7.314674e-14,4.863936e-07,2.4808648e-09,7.321779e-14,7.314674e-14,4.852927e-07,2.4613005e-09,7.321779e-14,7.314674e-14,4.858331e-07,2.4714046e-09,7.321779e-14,7.314674e-14,4.858187e-07,2.4714755e-09,7.321779e-14,7.314674e-14,4.858303e-07,2.4715272e-09,7.321779e-14,7.314674e-14,4.8580114e-07,2.471433e-09,7.321779e-14,7.314674e-14,4.8582706e-07,2.471433e-09,7.321779e-14,7.314674e-14,4.8582524e-07,2.471433e-09,7.321779e-14
7.049421e-14,0.99999535,9.575944e-14,3.6427189e-06,8.059138e-07,9.9182835e-14,9.587896e-14,4.290487e-09,3.5559686e-09,9.9197404e-14,9.5880064e-14,1.9303805e-09,1.1534531e-08,9.9197594e-14,9.5880064e-14,3.582888e-09,1.1165672e-08,9.9197594e-14,9.5879515e-14,6.369742e-09,1.1175003e-08,9.9197966e-14,9.5880064e-14,6.359581e-09,1.11455005e-08,9.919778e-14,9.5880064e-14,6.3599814e-09,1.1163031e-08,9.919778e-14,9.5880064e-14,6.3890284e-09,1.1231008e-08,9.919778e-14,9.5880064e-14,6.3902106e-09,1.1214869e-08,9.919778e-14,9.5880064e-14,6.3906e-09,1.1174258e-08,9.919778e-14,9.5880064e-14,6.390039e-09,1.11735545e-08,9.919778e-14,9.5880064e-14,6.389406e-09,1.1172233e-08,9.919778e-14,9.5880064e-14,6.389467e-09,1.1172872e-08,9.919778e-14,9.5880064e-14,6.3901004e-09,1.117317e-08,9.919778e-14,9.5880064e-14,6.3900027e-09
9.143419e-14,1.0307789e-13,1.02988676e-13,0.99999833,3.170037e-09,1.0267407e-13,1.0297689e-13,5.4327387e-09,6.566884e-09,1.0262728e-13,1.0297846e-13,6.0886274e-09,3.0750336e-08,1.0263022e-13,1.0297846e-13,1.8489438e-08,3.664468e-08,1.0263022e-13,1.02978654e-13,2.271386e-07,3.727354e-08,1.0263022e-13,1.02978654e-13,9.4074224e-08,3.7235598e-08,1.0263022e-13,1.0297846e-13,9.4742816e-08,3.723517e-08,1.0263022e-13,1.0297846e-13,9.936786e-08,3.7254633e-08,1.0263022e-13,1.0297846e-13,9.9475386e-08,3.725449e-08,1.0263022e-13,1.0297846e-13,9.920557e-08,3.722708e-08,1.0263022e-13,1.0297846e-13,9.930288e-08,3.722644e-08,1.0263022e-13,1.0297846e-13,9.928318e-08,3.7220403e-08,1.0263022e-13,1.0297846e-13,9.925194e-08,3.7224165e-08,1.0263022e-13,1.0297846e-13,9.932617e-08,3.7225085e-08,1.0263022e-13,1.0297846e-13,9.925289e-08
1.0,5.9521815e-12,6.010157e-12,6.190234e-12,6.175917e-12,5.907574e-12,6.0147217e-12,6.18247e-12,6.1803947e-12,5.906988e-12,6.014928e-12,6.1848994e-12,6.180088e-12,5.906853e-12,6.0149967e-12,6.1848994e-12,6.1799233e-12,5.9070106e-12,6.01502e-12,6.1843807e-12,6.1799e-12,5.906943e-12,6.0149967e-12,6.1843807e-12,6.1799e-12,5.9068306e-12,6.01502e-12,6.1843807e-12,6.1799e-12,5.906853e-12,6.01502e-12,6.1843807e-12,6.1799e-12,5.9068306e-12,6.01502e-12,6.1843807e-12,6.1799e-12,5.906853e-12,6.01502e-12,6.184404e-12,6.1799e-12,5.906853e-12,6.01502e-12,6.184404e-12,6.1799e-12,5.9068306e-12,6.01502e-12,6.1843807e-12,6.1799e-12,5.9068306e-12,6.01502e-12,6.1843807e-12,6.1799e-12,5.9068306e-12,6.01502e-12,6.184404e-12,6.1799e-12,5.9068306e-12,6.01502e-12,6.1843807e-12
3.3769896e-14,4.2985252e-14,4.285942e-14,5.460609e-10,3.222336e-09,4.359227e-14,4.28376e-14,0.048743587,2.8164637e-09,4.359227e-14,4.283809e-14,8.337099e-10,0.95098025,4.3593435e-14,4.283809e-14,2.5301912e-09,1.0615167e-05,4.3593767e-14,4.283809e-14,1.4094196e-08,2.3431217e-05,4.359369e-14,4.283809e-14,1.37570995e-08,2.8317565e-05,4.3593354e-14,4.283809e-14,1.3756181e-08,2.7962738e-05,4.359327e-14,4.283809e-14,1.4335958e-08,2.3698645e-05,4.359327e-14,4.283809e-14,1.4358862e-08,2.7574171e-05,4.359327e-14,4.283809e-14,1.4349964e-08,2.7801863e-05,4.359327e-14,4.283809e-14,1.4356397e-08,2.7781774e-05,4.359327e-14,4.283809e-14,1.4352483e-08,2.3916702e-05,4.359327e-14,4.283809e-14,1.4352153e-08,2.741679e-05,4.359327e-14,4.283809e-14,1.4354728e-08,2.7600401e-05,4.359327e-14,4.283809e-14,1.4359163e-08
5.2330827e-14,1.9940148e-12,2.7998897e-12,4.40026e-12,8.831101e-14,2.0220694e-12,9.217812e-14,4.137211e-12,6.682017e-05,2.0240914e-12,9.217778e-14,6.1898794e-07,0.011240645,2.0245433e-12,9.217778e-14,2.1874487e-06,0.011501877,2.0245548e-12,9.217778e-14,7.3771853e-06,0.060645822,2.0244852e-12,9.217778e-14,7.130629e-06,0.09289006,2.0245008e-12,9.217778e-14,7.1617196e-06,0.08101845,2.0245008e-12,9.217778e-14,7.791556e-06,0.065357625,2.0245008e-12,9.217778e-14,7.813604e-06,0.102883376,2.0245047e-12,9.217778e-14,7.731946e-06,0.122015186,2.0245008e-12,9.217778e-14,7.803975e-06,0.12449032,2.0245008e-12,9.217778e-14,7.813097e-06,0.082018584,2.0245008e-12,9.217778e-14,7.812933e-06,0.12170884,2.0245008e-12,9.217778e-14,7.785598e-06,0.12407561,2.0245008e-12,9.217778e-14,7.817241e-06
4.2329245e-14,2.8115996e-10,6.3057254e-11,5.2246314e-14,5.2295167e-14,0.9992779,0.0006954803,5.229766e-14,5.235065e-14,5.5321567e-07,1.5153678e-10,5.2294564e-14,5.2284393e-14,1.1485447e-06,1.5562084e-10,5.2294564e-14,5.2284196e-14,5.3509007e-07,1.4605067e-10,5.2294666e-14,5.2284196e-14,9.0019995e-07,1.4821289e-10,5.2294666e-14,5.2284196e-14,2.5006077e-06,1.48791e-10,5.2294666e-14,5.2284196e-14,2.5730071e-06,1.4926597e-10,5.2294666e-14,5.2284196e-14,2.644283e-06,1.4882053e-10,5.2294666e-14,5.2284196e-14,2.6431235e-06,1.4883272e-10,5.2294666e-14,5.2284196e-14,2.6493972e-06,1.4881994e-10,5.2294666e-14,5.2284196e-14,2.6450978e-06,1.4882988e-10,5.2294666e-14,5.2284196e-14,2.647884e-06,1.4884124e-10,5.2294666e-14,5.2284196e-14,2.647465e-06,1.4884124e-10,5.2294666e-14,5.2284196e-14,2.652866e-06,1.4884124e-10,5.2294666e-14
7.294282e-14,3.7616132e-10,0.99999535,9.6389815e-14,9.638595e-14,7.48867e-10,2.3060198e-07,9.6393495e-14,9.6394226e-14,8.373982e-10,2.3239555e-07,9.6394775e-14,9.639202e-14,8.458886e-10,3.1261504e-07,9.6394226e-14,9.639293e-14,8.442348e-10,2.8184888e-07,9.6394226e-14,9.639293e-14,8.464599e-10,3.2384534e-07,9.6394226e-14,9.639293e-14,8.480161e-10,3.4514017e-07,9.6394226e-14,9.639293e-14,8.481002e-10,3.4724687e-07,9.6394226e-14,9.639293e-14,8.48118e-10,3.5317936e-07,9.6394226e-14,9.639293e-14,8.481051e-10,3.5389078e-07,9.6394226e-14,9.639293e-14,8.481067e-10,3.5395962e-07,9.6394226e-14,9.639293e-14,8.481116e-10,3.540184e-07,9.6394226e-14,9.639293e-14,8.481132e-10,3.5400518e-07,9.6394226e-14,9.639293e-14,8.481132e-10,3.5400518e-07,9.6394226e-14,9.639293e-14,8.481132e-10,3.5400518e-07,9.6394226e-14
4.38996e-14,1.7863658e-09,1.5337108e-10,5.3313196e-14,5.325801e-14,0.999938,3.0093336e-10,5.3290932e-14,5.3290424e-14,2.9630964e-06,3.108587e-10,5.3290424e-14,5.3289408e-14,3.058036e-06,3.182712e-10,5.3290217e-14,5.328951e-14,2.0682533e-06,3.1176778e-10,5.3290017e-14,5.328951e-14,3.0409067e-06,3.1731529e-10,5.3290017e-14,5.328951e-14,5.5007126e-06,3.1692998e-10,5.3290017e-14,5.328951e-14,5.6305616e-06,3.17798e-10,5.3290017e-14,5.328951e-14,5.6584518e-06,3.171441e-10,5.3290017e-14,5.328951e-14,5.6626677e-06,3.1714467e-10,5.3290017e-14,5.328951e-14,5.665947e-06,3.1710354e-10,5.3290017e-14,5.328951e-14,5.6646395e-06,3.1713862e-10,5.3290017e-14,5.328951e-14,5.6667895e-06,3.171598e-10,5.3290017e-14,5.328951e-14,5.6670924e-06,3.171598e-10,5.3290017e-14,5.328951e-14,5.6652607e-06,3.171598e-10,5.3290017e-14
1.4592503e-13,4.5802615e-09,5.2086615e-09,2.0806416e-13,2.1053846e-13,1.0299691e-05,7.073363e-09,2.1069431e-13,2.1070197e-13,0.00025001555,6.5333987e-09,2.1070637e-13,2.1070197e-13,0.00096423505,6.923096e-09,2.1070477e-13,2.1070197e-13,0.0004887274,6.799338e-09,2.1070396e-13,2.1070197e-13,0.0013692694,6.901461e-09,2.1070396e-13,2.1070197e-13,0.023033258,6.9633415e-09,2.1070396e-13,2.1070197e-13,0.10225612,6.985797e-09,2.1070396e-13,2.1070197e-13,0.05621542,6.975319e-09,2.1070396e-13,2.1070197e-13,0.14368246,6.9762898e-09,2.1070396e-13,2.1070197e-13,0.11621554,6.9763826e-09,2.1070396e-13,2.1070197e-13,0.1445803,6.976569e-09,2.1070396e-13,2.1070197e-13,0.10711506,6.9766095e-09,2.1070396e-13,2.1070197e-13,0.14228316,6.9766095e-09,2.1070396e-13,2.1070197e-13,0.16153605,6.9766095e-09,2.1070396e-13
4.0692442e-14,5.68772e-14,1.7678613e-10,5.749126e-14,5.747678e-14,4.789137e-07,1.7663715e-10,5.748293e-14,5.7485775e-14,0.97195554,1.6246032e-10,5.748687e-14,5.7483146e-14,0.00012317664,1.6367455e-10,5.7486e-14,5.748402e-14,0.0008072634,1.6296618e-10,5.748556e-14,5.748402e-14,0.022772672,1.6308808e-10,5.748545e-14,5.748402e-14,0.00047618325,1.6333587e-10,5.748545e-14,5.748402e-14,0.00049339404,1.6355067e-10,5.748545e-14,5.748402e-14,0.0004971666,1.6338104e-10,5.748545e-14,5.748402e-14,0.0004906818,1.6338354e-10,5.748545e-14,5.748402e-14,0.0004740098,1.6338354e-10,5.748545e-14,5.748402e-14,0.00048062424,1.6338386e-10,5.748545e-14,5.748402e-14,0.0004695054,1.6338417e-10,5.748545e-14,5.748402e-14,0.0004798128,1.6338417e-10,5.748545e-14,5.748402e-14,0.0004795145,1.6338417e-10,5.748545e-14
