topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54
5.1469968e-05,4.0932602e-05,1.634439e-05,0.0002198058,0.028512442,0.00012386075,5.0742605e-05,0.6528865,0.00022296913,9.370208e-05,1.7717843e-05,0.00028941326,0.00019004474,9.58597e-05,1.6566823e-05,0.000305098,0.0003698769,0.000101136466,1.6555561e-05,0.00030965707,0.00020189106,0.00011474567,1.6571865e-05,0.0003113084,0.00020395088,0.00010950079,1.6565227e-05,0.0003129471,0.0002040028,0.00010985915,1.656461e-05,0.00031464867,0.00020712429,0.00011810549,1.6564389e-05,0.00031448426,0.00020592463,0.00013346742,1.6571532e-05,0.0003756081,0.00020861207,0.00010642351,1.6567581e-05,0.00031430586,0.00021200234,0.000106473955,1.6567976e-05,0.0003147519,0.31067064,0.0001071764,1.656796e-05,0.00031460935,0.00022096217,0.00010663909,1.6568023e-05
3.9473885e-05,0.009099255,4.2137003e-06,1.106482e-05,5.7062476e-05,5.3192278e-05,4.342125e-06,9.0524245e-06,4.304764e-05,0.0007956127,4.737469e-06,9.112093e-06,0.0050296695,8.7469634e-05,4.744486e-06,9.101367e-06,4.671311e-05,7.975533e-05,4.714015e-06,9.127383e-06,0.6638113,0.000106773296,5.643246e-06,9.101289e-06,4.7230766e-05,0.00010824218,7.280754e-06,9.128115e-06,0.15391485,0.0001170463,0.0004325226,9.126183e-06,5.1444633e-05,0.16500781,6.7048954e-06,9.118387e-06,5.1163544e-05,0.00012074862,7.173053e-06,9.218801e-06,5.1241183e-05,0.0001233822,7.0563246e-06,9.119892e-06,5.1588977e-05,0.00012313147,7.0602423e-06,9.122327e-06,5.1520834e-05,0.00012604495,7.060417e-06,9.121849e-06,5.146637e-05,0.000122753,7.060478e-06
0.56050014,8.3139974e-05,0.000306856,0.00014737822,7.961011e-05,6.5362015e-05,0.00032474313,7.25941e-05,6.8809546e-05,6.525583e-05,0.00033621158,6.569636e-05,6.738431e-05,0.1939934,0.000369547,5.4950604e-05,6.881598e-05,6.868105e-05,0.0002903173,5.471581e-05,6.9971036e-05,0.049675822,0.00029105763,5.4790737e-05,7.4343974e-05,0.16698475,0.00029056607,5.52818e-05,0.00016686002,6.855625e-05,0.00029052875,5.5014098e-05,0.021925714,6.827537e-05,0.0002905149,5.482152e-05,7.4092495e-05,6.870751e-05,0.00029098932,5.4821576e-05,8.67954e-05,6.943539e-05,0.00029074147,5.4819797e-05,0.00015276477,6.97142e-05,0.00029076447,5.487864e-05,7.7392106e-05,7.071513e-05,0.0002907652,5.4855827e-05,8.66872e-05,6.975483e-05,0.00029076685
0.00015571527,3.8477632e-05,1.1467415e-05,0.7895392,4.880719e-05,0.00018785067,1.153089e-05,2.1407168e-05,0.07521556,0.00021054997,1.1523832e-05,1.8749908e-05,0.018655501,0.11099592,1.1553378e-05,1.8087447e-05,0.00042342357,0.00046692244,1.1563685e-05,2.4043535e-05,5.3823256e-05,0.0003480155,1.1547892e-05,1.8107554e-05,5.7474826e-05,0.000342025,1.1543565e-05,1.8191016e-05,9.7048964e-05,0.00034437832,1.1543576e-05,1.8184997e-05,5.8088797e-05,0.00034381324,1.154307e-05,1.814529e-05,5.799697e-05,0.00034510592,1.1547485e-05,1.8138699e-05,5.8125424e-05,0.0003470659,1.1545337e-05,1.8149807e-05,5.8148158e-05,0.00034792957,1.1545536e-05,1.8159712e-05,5.814206e-05,0.00035021626,1.1545569e-05,1.8156541e-05,5.8111684e-05,0.00034749898,1.154558e-05
1.3700784e-05,2.0845666e-05,7.552435e-06,1.80387e-05,0.39735684,5.123177e-05,7.545502e-06,1.3681264e-05,0.00018303253,4.670769e-05,7.4970217e-06,1.2850447e-05,0.00023483647,6.354523e-05,1.5711636e-05,1.2838185e-05,0.00018776295,5.2149837e-05,7.6079764e-06,1.2837805e-05,0.0001987959,5.8301815e-05,7.635968e-06,1.2856821e-05,0.0003426895,0.00030649663,7.634403e-06,1.2882852e-05,0.00041380856,8.159735e-05,7.634184e-06,1.2880015e-05,0.20025147,8.273646e-05,7.633529e-06,1.28685715e-05,0.00050906994,0.19801879,7.63929e-06,1.2866633e-05,0.0005399148,0.00041619685,7.636704e-06,1.2869996e-05,0.1977538,0.00041855185,7.636922e-06,1.2872425e-05,0.0006427506,0.0004188881,7.636966e-06,1.2871605e-05,0.00063311256,0.00041455665,7.636981e-06
2.3441884e-05,3.1097952e-05,2.4730563e-05,0.00025766421,0.06896413,6.560703e-05,2.2110145e-05,0.11817544,9.906612e-05,5.7461086e-05,3.7785525e-05,0.11786374,0.00013248475,5.6807734e-05,2.0571415e-05,0.00015577578,0.0001620086,5.0303668e-05,2.0453826e-05,0.070327155,0.00020588699,6.501458e-05,2.0511294e-05,0.0001580816,0.06473769,0.060954913,2.049872e-05,0.00020368295,0.046399526,8.8454915e-05,2.0497353e-05,0.00015869661,0.00031444398,8.2718245e-05,2.0497468e-05,0.00015774547,0.00030921152,7.737486e-05,2.051104e-05,0.00015772216,0.26501477,9.767979e-05,2.0503021e-05,0.00015777232,0.05554667,7.80498e-05,2.0504038e-05,0.00015810815,0.062196936,7.98084e-05,2.0504116e-05,0.00015798764,0.065630674,7.801876e-05,2.0504136e-05
4.519408e-06,1.5054827e-05,4.0567265e-06,2.3453838e-05,3.437563e-05,6.653684e-05,4.122635e-06,0.33126366,6.985015e-05,6.469498e-05,4.1280246e-06,0.0001618801,9.651858e-05,7.249717e-05,4.1414196e-06,0.000105205974,0.32948026,6.736689e-05,4.1340327e-06,0.00010387215,0.00024265671,6.662009e-05,4.136458e-06,0.000103770966,0.00024854625,6.709459e-05,4.13632e-06,0.000104343766,0.00029388638,6.699638e-05,4.136316e-06,0.00010508434,0.0005609661,6.693858e-05,4.1362728e-06,0.00010406123,0.0004360124,6.702827e-05,4.136671e-06,0.00010401481,0.00092446676,6.705077e-05,4.1365015e-06,0.000104089624,0.00071030867,6.705717e-05,4.1365133e-06,0.000104128834,0.33224973,6.707853e-05,4.136517e-06,0.0001041192,0.0012094654,6.7059336e-05,4.1365215e-06
1.77545e-05,3.6290687e-05,0.08271333,2.2168759e-05,0.1762016,5.5804372e-05,0.08360025,1.8031033e-05,0.00034148694,5.5828586e-05,8.929189e-05,1.7141867e-05,0.24866033,6.270904e-05,8.937875e-05,1.7364237e-05,0.00026801645,5.7722857e-05,8.9217756e-05,1.7529022e-05,0.14327878,5.7113462e-05,8.9637346e-05,1.7206037e-05,0.00029173735,5.8154284e-05,8.9483015e-05,1.7233808e-05,0.16653126,5.731185e-05,8.9465604e-05,1.7488099e-05,0.00034819028,5.7175097e-05,8.946403e-05,1.7214194e-05,0.0936056,5.7411027e-05,8.963025e-05,1.725662e-05,0.00036051666,5.7355865e-05,8.953978e-05,1.721467e-05,0.00035860564,5.7362377e-05,8.95488e-05,1.7221519e-05,0.0009540705,5.74726e-05,8.954952e-05,1.7218956e-05,0.00037931738,5.7367957e-05,8.9550114e-05
9.144853e-05,2.39504e-05,1.3654195e-05,4.6647197e-05,0.00013383033,6.135601e-05,1.337449e-05,7.9533966e-05,0.0001739466,5.961695e-05,1.3747106e-05,6.984819e-05,0.00023109255,9.7992786e-05,1.3499919e-05,0.00010918174,0.00022471022,7.0166454e-05,1.35067185e-05,0.099570125,0.16920091,6.382316e-05,2.034855e-05,0.00014956514,0.14375693,7.484782e-05,1.3939256e-05,0.00015203045,0.09762851,6.7394874e-05,1.3831768e-05,0.097785085,0.0004056369,7.134425e-05,3.6278154e-05,0.00015290201,0.0004036796,0.09711793,1.4029197e-05,0.00015222037,0.10094261,8.911162e-05,1.394359e-05,0.00015373662,0.18867137,0.00011160389,1.3950533e-05,0.00019896153,0.0005018608,9.0582624e-05,1.3951185e-05,0.00015593127,0.00055135693,8.454211e-05,1.3951583e-05
3.654279e-06,7.1413556e-06,1.7223015e-06,3.639588e-06,0.000147096,2.5800091e-05,1.739915e-06,3.6209203e-06,0.00011579462,2.5853786e-05,1.7399963e-06,3.6351337e-06,0.00014227777,3.0435558e-05,1.7414803e-06,3.75439e-06,0.00018515771,2.666758e-05,1.7409291e-06,3.661961e-06,0.25298664,2.7138422e-05,1.7413159e-06,3.6377212e-06,0.15267196,3.5303576e-05,1.7412976e-06,3.6413583e-06,0.00062113797,2.7456903e-05,1.741291e-06,3.639831e-06,0.0010353653,2.7495109e-05,1.7412877e-06,3.6387726e-06,0.0009827296,2.7639388e-05,1.7413441e-06,3.6398446e-06,0.12631628,2.8105052e-05,1.7413142e-06,3.6387892e-06,0.0010908919,2.795178e-05,1.7413176e-06,3.6390813e-06,0.46070993,2.8075394e-05,1.7413176e-06,3.6389804e-06,0.0025454927,2.878065e-05,1.7413176e-06
